# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
CCp2	PF3D7_1455800	PF3D7_1455800.1	protein_coding	0	40	39	106	49	0	4	39	0	0	0	0	0	0	0	0	0	40	53
CCp3	PF3D7_1407000	PF3D7_1407000.1	protein_coding	1	34	31	135	84	0	0	31	0	0	0	0	0	0	1	0	0	34	51
CCp4	PF3D7_0903800	PF3D7_0903800.1	protein_coding	0	13	30	191	73	0	5	30	0	0	0	0	1	0	0	0	0	12	114
CCp5	PF3D7_0109100	PF3D7_0109100.1	protein_coding	0	8	3	114	47	0	0	3	0	0	0	0	0	0	0	0	0	8	67
CDC20	PF3D7_1026400	PF3D7_1026400.1	protein_coding	0	3	7	102	43	0	0	7	0	0	0	0	0	0	0	0	0	3	59
CDPK1	PF3D7_0217500	PF3D7_0217500.1	protein_coding	0	11	3	135	66	0	5	3	0	0	0	0	1	0	0	0	0	10	65
CDPK2	PF3D7_0610600	PF3D7_0610600.1	protein_coding	0	1	2	111	47	0	20	2	0	0	0	0	0	0	0	0	0	1	44
CDPK3	PF3D7_0310100	PF3D7_0310100.1	protein_coding	0	9	0	140	62	0	21	0	0	0	0	0	1	0	0	0	0	8	58
CDPK4	PF3D7_0717500	PF3D7_0717500.1	protein_coding	0	47	7	121	30	0	8	7	0	0	0	0	0	0	0	0	0	47	83
CDPK5	PF3D7_1337800	PF3D7_1337800.1	protein_coding	0	37	13	124	56	0	0	13	0	0	0	0	0	0	0	0	0	37	68
CDPK6	PF3D7_1122800	PF3D7_1122800.1	protein_coding	0	57	25	88	38	0	6	25	0	0	0	0	0	0	0	0	0	57	44
CDPK7	PF3D7_1123100	PF3D7_1123100.1	protein_coding	0	89	39	103	64	0	1	39	0	0	0	0	0	0	0	0	0	89	38
CDS	PF3D7_1409900	PF3D7_1409900.1	protein_coding	0	8	10	135	70	0	0	10	0	0	0	0	0	0	0	0	0	8	65
CELF1	PF3D7_1359400	PF3D7_1359400.1	protein_coding	0	31	15	147	83	0	8	15	0	0	0	0	0	0	0	0	0	31	56
CELF2	PF3D7_1409800	PF3D7_1409800.1	protein_coding	0	7	5	127	66	0	0	5	0	0	0	0	0	0	0	0	0	7	61
CEN1	PF3D7_0107000	PF3D7_0107000.1	protein_coding	0	5	0	128	54	0	22	0	0	0	0	0	3	0	0	0	0	2	55
CEN2	PF3D7_1446600	PF3D7_1446600.1	protein_coding	0	6	1	143	57	0	3	1	0	0	0	0	1	0	0	0	0	6	83
CEN3	PF3D7_1027700	PF3D7_1027700.1	protein_coding	0	1	0	133	55	0	17	0	0	0	0	0	1	0	0	0	0	0	62
CEN3	PF3D7_1027700	PF3D7_1027700.2	protein_coding	0	2	0	132	55	0	17	0	0	0	0	0	2	0	0	0	0	0	62
CEN4	PF3D7_1105500	PF3D7_1105500.1	protein_coding	0	1	0	140	72	0	18	0	0	0	0	0	0	0	0	0	0	1	50
CEP120	PF3D7_0504700	PF3D7_0504700.1	protein_coding	0	42	65	155	59	0	0	65	0	0	0	0	0	0	0	0	0	42	96
CEP76	PF3D7_0603800	PF3D7_0603800.1	protein_coding	2	45	31	146	43	0	45	31	0	0	0	2	5	0	0	0	0	43	62
CEPT	PF3D7_0628300	PF3D7_0628300.1	protein_coding	0	2	1	125	67	0	26	1	0	0	0	0	0	0	0	0	0	2	32
CG2	PF3D7_0709300	PF3D7_0709300.1	protein_coding	0	31	73	128	79	0	0	73	0	0	0	0	0	0	0	0	0	31	49
CGI121	PF3D7_0511700	PF3D7_0511700.1	protein_coding	0	1	3	112	57	0	3	3	0	0	0	0	0	0	0	0	0	1	52
CHD1	PF3D7_1023900	PF3D7_1023900.1	protein_coding	0	117	42	76	41	0	0	42	0	0	0	0	0	0	0	0	0	117	35
CHT1	PF3D7_1252200	PF3D7_1252200.1	protein_coding	0	2	0	82	47	0	0	0	0	0	0	0	0	0	0	0	0	2	35
CIA1	PF3D7_1209400	PF3D7_1209400.1	protein_coding	0	11	20	102	42	0	0	20	0	0	0	0	0	0	0	0	0	11	60
CITH	PF3D7_1474900	PF3D7_1474900.1	protein_coding	0	2	1	141	52	0	0	1	0	0	0	0	0	0	0	0	0	2	89
CK	PF3D7_1401800	PF3D7_1401800.1	protein_coding	0	4	0	159	88	0	0	0	0	0	0	0	0	0	0	0	0	4	71
CK1	PF3D7_1136500	PF3D7_1136500.1	protein_coding	0	4	0	148	75	0	19	0	0	0	0	0	2	0	0	0	0	2	56
CK1	PF3D7_1136500	PF3D7_1136500.2	protein_coding	0	4	0	163	77	0	32	0	0	0	0	0	2	0	0	0	0	2	56
CK2alpha	PF3D7_1108400	PF3D7_1108400.1	protein_coding	0	60	5	146	98	0	0	5	0	0	0	0	0	0	0	0	0	60	48
CK2beta1	PF3D7_1103700	PF3D7_1103700.1	protein_coding	0	20	8	118	48	0	0	8	0	0	0	0	0	0	0	0	0	20	70
CK2beta2	PF3D7_1342400	PF3D7_1342400.1	protein_coding	0	26	7	104	54	0	3	7	0	0	0	0	0	0	0	0	0	26	47
CLAG2	PF3D7_0220800	PF3D7_0220800.1	protein_coding	1	77	76	242	150	0	39	76	0	0	0	0	3	0	1	0	0	74	56
CLAG3.1	PF3D7_0302500	PF3D7_0302500.1	protein_coding	2	179	121	226	93	0	89	121	0	0	0	0	14	0	2	0	0	169	54
CLAG3.2	PF3D7_0302200	PF3D7_0302200.1	protein_coding	1	158	109	217	89	0	43	109	0	0	0	0	6	0	1	0	0	154	89
CLAG8	PF3D7_0831600	PF3D7_0831600.1	protein_coding	3	97	141	112	35	0	18	141	0	0	0	0	5	0	3	0	0	92	64
CLAG9	PF3D7_0935800	PF3D7_0935800.1	protein_coding	0	5	24	109	63	0	15	24	0	0	0	0	1	0	0	0	0	5	31
CLF1	PF3D7_0403700	PF3D7_0403700.1	protein_coding	0	4	36	178	49	0	40	36	0	0	0	0	0	0	0	0	0	4	89
CLK1	PF3D7_1445400	PF3D7_1445400.1	protein_coding	0	45	22	140	67	0	0	22	0	0	0	0	0	0	0	0	0	45	73
CLK3	PF3D7_1114700	PF3D7_1114700.1	protein_coding	0	8	6	125	54	0	10	6	0	0	0	0	0	0	0	0	0	8	61
CLP	PF3D7_API03600	PF3D7_API03600.1	protein_coding	0	48	56	463	186	0	0	56	0	0	0	0	0	0	0	0	0	48	277
CLS	PF3D7_0609400	PF3D7_0609400.1	protein_coding	0	2	2	102	59	0	0	2	0	0	0	0	0	0	0	0	0	2	43
CNA	PF3D7_0802800	PF3D7_0802800.1	protein_coding	0	25	4	133	79	0	5	4	0	0	0	0	0	0	0	0	0	25	49
CNB	PF3D7_1451700	PF3D7_1451700.1	protein_coding	0	10	0	190	61	0	9	0	0	0	0	0	0	0	0	0	0	10	120
COQ2	PF3D7_0607500	PF3D7_0607500.1	protein_coding	0	4	16	114	53	0	0	16	0	0	0	0	0	0	0	0	0	4	61
COQ3	PF3D7_0724300	PF3D7_0724300.1	protein_coding	0	3	2	121	83	0	4	2	0	0	0	0	1	0	0	0	0	2	35
COQ4	PF3D7_1112200	PF3D7_1112200.1	protein_coding	0	1	0	114	47	0	0	0	0	0	0	0	0	0	0	0	0	1	67
COX1	mal_mito_2	mal_mito_2:mRNA	protein_coding	0	57	30	204	92	0	0	30	0	0	0	0	0	0	0	0	0	57	112
COX11	PF3D7_1475300	PF3D7_1475300.1	protein_coding	0	15	6	98	39	0	0	6	0	0	0	0	0	0	0	0	0	15	59
COX17	PF3D7_1025600	PF3D7_1025600.1	protein_coding	0	4	0	88	47	0	0	0	0	0	0	0	0	0	0	0	0	4	41
COX19	PF3D7_1201800	PF3D7_1201800.1	protein_coding	0	0	1	115	65	0	0	1	0	0	0	0	0	0	0	0	0	0	50
COX3	mal_mito_1	mal_mito_1:mRNA	protein_coding	0	39	20	232	28	0	0	20	0	0	0	0	1	0	0	0	0	39	204
COX5B	PF3D7_0927800	PF3D7_0927800.1	protein_coding	0	2	0	179	119	0	4	0	0	0	0	0	0	0	0	0	0	2	56
COX6B	PF3D7_0928000	PF3D7_0928000.1	protein_coding	0	2	2	212	66	0	30	2	0	0	0	0	1	0	0	0	0	1	117
COX6B	PF3D7_0928000	PF3D7_0928000.2	protein_coding	0	3	1	212	66	0	31	1	0	0	0	0	2	0	0	0	0	1	117
CPN10	PF3D7_1215300	PF3D7_1215300.1	protein_coding	0	0	1	140	87	0	2	1	0	0	0	0	0	0	0	0	0	0	51
CPN20	PF3D7_1333000	PF3D7_1333000.1	protein_coding	0	4	4	117	75	0	14	4	0	0	0	0	1	0	0	0	0	3	29
CPN60	PF3D7_1232100	PF3D7_1232100.1	protein_coding	0	111	19	117	58	0	9	19	0	0	0	0	0	0	0	0	0	111	50
CPO	PF3D7_1142400	PF3D7_1142400.1	protein_coding	0	0	2	132	49	0	3	2	0	0	0	0	0	0	0	0	0	0	80
CPPED1	PF3D7_1403900	PF3D7_1403900.1	protein_coding	0	1	2	136	66	0	0	2	0	0	0	0	0	0	0	0	0	1	70
CPR	PF3D7_0923200	PF3D7_0923200.1	protein_coding	0	13	6	111	78	0	0	6	0	0	0	0	0	0	0	0	0	13	33
CPR	PF3D7_1450300	PF3D7_1450300.1	protein_coding	0	5	18	233	63	0	0	18	0	0	0	0	0	0	0	0	0	5	170
CPalpha	PF3D7_0528500	PF3D7_0528500.1	protein_coding	0	3	4	226	108	0	30	4	0	0	0	0	1	0	0	0	0	2	89
CPbeta	PF3D7_0517600	PF3D7_0517600.1	protein_coding	1	6	5	174	81	0	0	5	0	0	0	0	1	0	0	1	0	6	93
CRIPT	PF3D7_1145300	PF3D7_1145300.1	protein_coding	0	1	2	156	62	0	10	2	0	0	0	0	0	0	0	0	0	1	84
CRK1	PF3D7_0417800	PF3D7_0417800.1	protein_coding	0	57	41	137	47	0	0	41	0	0	0	0	0	0	0	0	0	57	90
CRK3	PF3D7_0415300	PF3D7_0415300.1	protein_coding	2	32	29	96	51	0	5	29	0	0	2	0	2	0	0	0	0	30	44
CRK4	PF3D7_0317200	PF3D7_0317200.1	protein_coding	1	49	26	109	49	0	0	26	0	0	0	0	0	0	1	0	0	49	60
CRK5	PF3D7_0615500	PF3D7_0615500.1	protein_coding	0	19	6	142	76	0	0	6	0	0	0	0	0	0	0	0	0	19	66
CRMP1	PF3D7_0911300	PF3D7_0911300.1	protein_coding	0	19	66	89	47	0	0	66	0	0	0	0	0	0	0	0	0	19	42
CRMP2	PF3D7_0718300	PF3D7_0718300.1	protein_coding	1	122	79	80	35	0	2	79	0	0	0	0	0	0	1	0	0	122	43
CRMP3	PF3D7_1208200	PF3D7_1208200.1	protein_coding	1	22	69	78	42	0	1	69	0	0	0	0	0	0	1	0	0	22	35
CRMP4	PF3D7_1475400	PF3D7_1475400.1	protein_coding	0	38	106	113	68	0	2	106	0	0	0	0	0	0	0	0	0	38	43
CRT	PF3D7_0709000	PF3D7_0709000.1	protein_coding	1	1	10	137	70	0	25	10	0	0	1	0	1	0	0	0	0	0	44
CS	PF3D7_0623000	PF3D7_0623000.1	protein_coding	0	18	15	163	80	0	0	15	0	0	0	0	0	0	0	0	0	18	83
CS	PF3D7_1022500	PF3D7_1022500.1	protein_coding	1	57	38	76	42	0	0	38	0	0	0	0	0	0	1	0	0	57	34
CSL4	PF3D7_0720000	PF3D7_0720000.1	protein_coding	0	0	0	110	73	0	1	0	0	0	0	0	0	0	0	0	0	0	36
CSP	PF3D7_0304600	PF3D7_0304600.1	protein_coding	0	18	37	124	40	0	0	37	0	0	0	0	0	0	0	0	0	18	84
CTRP	PF3D7_0315200	PF3D7_0315200.1	protein_coding	1	21	37	112	33	0	0	37	0	0	0	0	0	0	1	0	0	21	79
CUL1	PF3D7_0811000	PF3D7_0811000.1	protein_coding	0	10	7	86	44	0	2	7	0	0	0	0	0	0	0	0	0	10	40
CWC15	PF3D7_0722500	PF3D7_0722500.1	protein_coding	0	4	1	117	62	0	3	1	0	0	0	0	1	0	0	0	0	3	53
CWC2	PF3D7_0515000	PF3D7_0515000.1	protein_coding	1	47	44	131	53	0	0	44	0	0	0	0	0	0	1	0	0	47	78
CYC1	PF3D7_1463700	PF3D7_1463700.1	protein_coding	0	10	7	101	46	0	0	7	0	0	0	0	0	0	0	0	0	10	55
CYC2	PF3D7_1227500	PF3D7_1227500.1	protein_coding	0	68	77	101	37	0	3	77	0	0	0	0	2	0	0	0	0	67	62
CYC3	PF3D7_0518400	PF3D7_0518400.1	protein_coding	0	11	8	140	50	0	0	8	0	0	0	0	0	0	0	0	0	11	90
CYC4	PF3D7_1304700	PF3D7_1304700.1	protein_coding	2	4	6	119	47	0	17	6	0	0	2	0	4	0	0	0	0	1	60
CYP19A	PF3D7_0322000	PF3D7_0322000.1	protein_coding	0	13	8	139	82	0	0	8	0	0	0	0	0	0	0	0	0	13	57
CYP19B	PF3D7_1115600	PF3D7_1115600.1	protein_coding	0	6	0	164	63	0	10	0	0	0	0	0	0	0	0	0	0	6	91
CYP19C	PF3D7_1116300	PF3D7_1116300.1	protein_coding	0	1	1	167	70	0	14	1	0	0	0	0	1	0	0	0	0	0	84
CYP23	PF3D7_0528700	PF3D7_0528700.1	protein_coding	0	28	9	180	100	0	0	9	0	0	0	0	0	0	0	0	0	28	80
CYP24	PF3D7_0804800	PF3D7_0804800.1	protein_coding	0	6	0	111	55	0	0	0	0	0	0	0	0	0	0	0	0	6	56
CYP26	PF3D7_1202400	PF3D7_1202400.1	protein_coding	0	5	2	123	57	0	22	2	0	0	0	0	3	0	0	0	0	2	47
CYP32	PF3D7_1215200	PF3D7_1215200.1	protein_coding	0	2	1	130	47	0	0	1	0	0	0	0	0	0	0	0	0	2	83
CYP52	PF3D7_1423200	PF3D7_1423200.1	protein_coding	1	24	16	160	98	0	18	16	0	0	1	0	1	0	0	0	0	23	46
CYP72	PF3D7_0930600	PF3D7_0930600.1	protein_coding	0	5	10	113	55	0	9	10	0	0	0	0	0	0	0	0	0	5	49
CYP81	PF3D7_0803000	PF3D7_0803000.1	protein_coding	0	13	14	141	64	0	0	14	0	0	0	0	0	0	0	0	0	13	77
CYP87	PF3D7_0510200	PF3D7_0510200.1	protein_coding	0	15	10	80	47	0	0	10	0	0	0	0	0	0	0	0	0	15	33
CYTB	mal_mito_3	mal_mito_3:mRNA	protein_coding	0	35	19	237	38	0	0	19	0	0	0	0	0	0	0	0	0	35	199
Cap380	PF3D7_0320400	PF3D7_0320400.1	protein_coding	0	17	64	154	113	0	0	64	0	0	0	0	0	0	0	0	0	17	41
Cdc48	PF3D7_0711000	PF3D7_0711000.1	protein_coding	0	66	8	114	56	0	0	8	0	0	0	0	0	0	0	0	0	66	58
CelTOS	PF3D7_1216600	PF3D7_1216600.1	protein_coding	0	0	36	136	80	0	0	36	0	0	0	0	0	0	0	0	0	0	56
CenH3	PF3D7_1333700	PF3D7_1333700.1	protein_coding	0	1	0	125	61	0	0	0	0	0	0	0	0	0	0	0	0	1	64
ClpB1	PF3D7_0816600	PF3D7_0816600.1	protein_coding	0	150	17	117	58	0	0	17	0	0	0	0	0	0	0	0	0	150	59
ClpC	PF3D7_1406600	PF3D7_1406600.1	protein_coding	0	45	35	157	105	0	0	35	0	0	0	0	0	0	0	0	0	45	52
ClpP	PF3D7_0307400	PF3D7_0307400.1	protein_coding	0	4	5	133	52	0	0	5	0	0	0	0	0	0	0	0	0	4	81
ClpQ	PF3D7_1230400	PF3D7_1230400.1	protein_coding	0	3	0	167	50	0	3	0	0	0	0	0	1	0	0	0	1	2	114
ClpR	PF3D7_1436800	PF3D7_1436800.1	protein_coding	0	2	2	108	46	0	0	2	0	0	0	0	0	0	0	0	0	2	62
ClpY	PF3D7_0907400	PF3D7_0907400.1	protein_coding	0	52	16	160	87	0	0	16	0	0	0	0	0	0	0	0	0	52	73
CuTP	PF3D7_0904900	PF3D7_0904900.1	protein_coding	0	49	84	149	76	0	10	84	0	0	0	0	1	0	0	0	0	49	63
CyRPA	PF3D7_0423800	PF3D7_0423800.1	protein_coding	0	1	10	189	98	0	2	10	0	0	0	0	0	0	0	0	0	1	89
CysRS	PF3D7_1015200	PF3D7_1015200.1	protein_coding	0	58	32	147	69	0	7	32	0	0	0	0	2	0	0	0	0	58	71
CysRS	PF3D7_1015200	PF3D7_1015200.2	protein_coding	0	58	32	147	69	0	7	32	0	0	0	0	2	0	0	0	0	58	71
CysRS	PF3D7_1015200	PF3D7_1015200.3	protein_coding	0	58	31	139	69	0	0	31	0	0	0	0	2	0	0	0	0	58	70
D13	PF3D7_1468400	PF3D7_1468400.1	protein_coding	0	4	25	118	62	0	0	25	0	0	0	0	0	0	0	0	0	4	56
DAD1	PF3D7_0726800	PF3D7_0726800.1	protein_coding	0	0	0	155	62	0	2	0	0	0	0	0	0	0	0	0	0	0	91
DBLMSP	PF3D7_1035700	PF3D7_1035700.1	protein_coding	2	16	43	87	36	0	0	43	0	0	0	0	0	0	2	0	0	16	51
DBLMSP2	PF3D7_1036300	PF3D7_1036300.1	protein_coding	0	39	128	237	167	0	0	128	0	0	0	0	0	0	0	0	0	39	70
DBP10	PF3D7_0827000	PF3D7_0827000.1	protein_coding	4	21	30	137	64	0	0	30	0	0	0	0	0	0	4	0	0	21	73
DBP5	PF3D7_1459000	PF3D7_1459000.1	protein_coding	0	41	20	138	68	0	0	20	0	0	0	0	0	0	0	0	0	41	70
DBR1	PF3D7_1340600	PF3D7_1340600.1	protein_coding	0	14	20	128	54	0	0	20	0	0	0	0	0	0	0	0	0	14	74
DCP1	PF3D7_1032100	PF3D7_1032100.1	protein_coding	0	20	49	113	48	0	0	49	0	0	0	0	0	0	0	0	0	20	65
DCP2	PF3D7_1308900	PF3D7_1308900.1	protein_coding	1	52	34	163	68	0	0	34	0	0	0	0	2	0	0	1	1	51	95
DDI1	PF3D7_1409300	PF3D7_1409300.1	protein_coding	1	25	11	170	68	0	0	11	0	0	0	0	0	0	1	0	0	25	102
DDX23	PF3D7_0518500	PF3D7_0518500.1	protein_coding	0	47	21	132	68	0	0	21	0	0	0	0	0	0	0	0	0	47	64
DDX5	PF3D7_1445900	PF3D7_1445900.1	protein_coding	0	77	18	120	67	0	7	18	0	0	0	0	0	0	0	0	0	77	46
DER1-1	PF3D7_1468500	PF3D7_1468500.1	protein_coding	0	3	1	129	51	0	12	1	0	0	0	0	0	0	0	0	0	3	66
DGAT	PF3D7_0322300	PF3D7_0322300.1	protein_coding	0	3	5	102	51	0	0	5	0	0	0	0	0	0	0	0	0	3	51
DGK1	PF3D7_0930500	PF3D7_0930500.1	protein_coding	1	15	31	94	46	0	5	31	0	0	0	0	0	0	1	0	0	15	43
DH60	PF3D7_1227100	PF3D7_1227100.1	protein_coding	0	20	16	90	41	0	0	16	0	0	0	0	0	0	0	0	0	20	49
DHFR-TS	PF3D7_0417200	PF3D7_0417200.1	protein_coding	0	52	14	74	41	0	0	14	0	0	0	0	0	0	0	0	0	52	33
DHFS-FPGS	PF3D7_1324800	PF3D7_1324800.1	protein_coding	0	2	2	75	39	0	6	2	0	0	0	0	0	0	0	0	0	2	30
DHHC1	PF3D7_0303400	PF3D7_0303400.1	protein_coding	0	41	13	105	44	0	12	13	0	0	0	0	1	0	0	0	0	41	49
DHHC10	PF3D7_1027900	PF3D7_1027900.1	protein_coding	0	2	1	154	74	0	19	1	0	0	0	0	1	0	0	0	0	1	62
DHHC11	PF3D7_0215900	PF3D7_0215900.1	protein_coding	1	2	5	167	129	0	9	5	0	0	1	0	0	0	0	0	0	2	30
DHHC12	PF3D7_0202900	PF3D7_0202900.1	protein_coding	2	6	5	118	54	0	21	5	0	0	2	0	3	0	0	0	0	4	47
DHHC2	PF3D7_0609800	PF3D7_0609800.1	protein_coding	0	2	4	122	62	0	16	4	0	0	0	0	0	0	0	0	0	2	44
DHHC3	PF3D7_1121000	PF3D7_1121000.1	protein_coding	0	4	0	113	61	0	10	0	0	0	0	0	2	0	0	0	0	2	44
DHHC4	PF3D7_0714300	PF3D7_0714300.1	protein_coding	0	4	22	139	74	0	10	22	0	0	0	0	1	0	0	0	0	3	56
DHHC5	PF3D7_1322500	PF3D7_1322500.1	protein_coding	0	3	7	137	62	0	11	7	0	0	0	0	0	0	0	0	0	3	64
DHHC6	PF3D7_0932500	PF3D7_0932500.1	protein_coding	1	7	7	133	52	0	17	7	0	0	0	1	2	0	0	0	0	5	67
DHHC7	PF3D7_0528400	PF3D7_0528400.1	protein_coding	1	10	4	225	124	0	22	4	0	0	1	0	4	0	0	0	0	6	84
DHHC8	PF3D7_1321400	PF3D7_1321400.1	protein_coding	0	5	4	91	55	0	4	4	0	0	0	0	1	0	0	0	0	4	33
DHHC9	PF3D7_1115900	PF3D7_1115900.1	protein_coding	0	2	5	158	75	0	14	5	0	0	0	0	0	0	0	0	0	2	69
DHODH	PF3D7_0603300	PF3D7_0603300.1	protein_coding	0	12	10	119	64	0	0	10	0	0	0	0	0	0	0	0	0	12	55
DHS	PF3D7_1412600	PF3D7_1412600.1	protein_coding	0	12	3	172	86	0	0	3	0	0	0	0	0	0	0	0	0	12	86
DIA2	PF3D7_1247000	PF3D7_1247000.1	protein_coding	0	2	2	134	54	0	15	2	0	0	0	0	0	0	0	0	0	2	65
DIA2	PF3D7_1247000	PF3D7_1247000.2	protein_coding	0	2	2	134	54	0	15	2	0	0	0	0	0	0	0	0	0	2	65
DIS3	PF3D7_1359300	PF3D7_1359300.1	protein_coding	0	35	26	154	94	0	0	26	0	0	0	0	0	0	0	0	0	35	60
DJ1	PF3D7_0627500	PF3D7_0627500.1	protein_coding	0	2	1	110	44	0	6	1	0	0	0	0	0	0	0	0	0	2	60
DLAT	PF3D7_1020800	PF3D7_1020800.1	protein_coding	0	6	6	122	51	0	13	6	0	0	0	0	0	0	0	0	0	6	58
DLC1	PF3D7_0822500	PF3D7_0822500.1	protein_coding	0	1	3	191	41	0	16	3	0	0	0	0	1	0	0	0	0	0	135
DLC8	PF3D7_1213600	PF3D7_1213600.1	protein_coding	0	0	0	108	69	0	0	0	0	0	0	0	0	0	0	0	0	0	39
DMC1	PF3D7_0816800	PF3D7_0816800.1	protein_coding	0	1	2	232	155	0	18	2	0	0	0	0	1	0	0	0	0	0	60
DNMT	PF3D7_0727300	PF3D7_0727300.1	protein_coding	0	5	16	188	102	0	0	16	0	0	0	0	0	0	0	0	0	5	86
DOA1	PF3D7_1363400	PF3D7_1363400.1	protein_coding	0	23	22	134	64	0	2	22	0	0	0	0	0	0	0	0	0	23	68
DOC2	PF3D7_1243900	PF3D7_1243900.1	protein_coding	2	48	47	172	95	0	36	47	0	0	0	2	2	0	0	0	0	47	44
DOHH	PF3D7_1302600	PF3D7_1302600.1	protein_coding	0	9	13	181	62	0	0	13	0	0	0	0	0	0	0	0	0	9	119
DOZI	PF3D7_0320800	PF3D7_0320800.1	protein_coding	0	22	3	113	58	0	7	3	0	0	0	0	1	0	0	0	0	21	49
DPAP1	PF3D7_1116700	PF3D7_1116700.1	protein_coding	0	9	13	297	97	0	0	13	0	0	0	0	0	0	0	0	0	9	200
DPAP2	PF3D7_1247800	PF3D7_1247800.1	protein_coding	0	8	7	159	64	0	16	7	0	0	0	0	0	0	0	0	0	8	79
DPAP3	PF3D7_0404700	PF3D7_0404700.1	protein_coding	0	5	25	141	63	0	3	25	0	0	0	0	0	0	0	0	0	5	75
DPCK	PF3D7_1443700	PF3D7_1443700.1	protein_coding	0	21	11	126	67	0	2	11	0	0	0	0	0	0	0	0	0	21	57
DPH1	PF3D7_1413800	PF3D7_1413800.1	protein_coding	0	5	1	107	59	0	0	1	0	0	0	0	0	0	0	0	0	5	48
DPH2	PF3D7_1429500	PF3D7_1429500.1	protein_coding	0	6	7	187	117	0	0	7	0	0	0	0	0	0	0	0	0	6	70
DPH7	PF3D7_0608000	PF3D7_0608000.1	protein_coding	0	4	3	91	32	0	10	3	0	0	0	0	2	0	0	0	0	4	49
DPM1	PF3D7_1141600	PF3D7_1141600.1	protein_coding	0	0	6	121	53	0	0	6	0	0	0	0	0	0	0	0	0	0	68
DPM3	PF3D7_0530750	PF3D7_0530750.1	protein_coding	0	0	1	171	78	0	2	1	0	0	0	0	0	0	0	0	0	0	91
DRE2	PF3D7_0824600	PF3D7_0824600.1	protein_coding	0	0	0	107	51	0	9	0	0	0	0	0	0	0	0	0	0	0	47
DRN1	PF3D7_1220400	PF3D7_1220400.1	protein_coding	0	23	22	84	56	0	0	22	0	0	0	0	0	0	0	0	0	23	28
DSK2	PF3D7_1113400	PF3D7_1113400.1	protein_coding	0	3	2	142	80	0	8	2	0	0	0	0	1	0	0	0	0	2	55
DTC	PF3D7_0823900	PF3D7_0823900.1	protein_coding	0	18	7	128	58	0	0	7	0	0	0	0	0	0	0	0	0	18	70
DTD	PF3D7_1108200	PF3D7_1108200.1	protein_coding	0	2	1	156	106	0	0	1	0	0	0	0	0	0	0	0	0	2	50
DXR	PF3D7_1467300	PF3D7_1467300.1	protein_coding	0	13	10	137	60	0	0	10	0	0	0	0	0	0	0	0	0	13	77
DXS	PF3D7_1337200	PF3D7_1337200.1	protein_coding	0	17	30	95	58	0	0	30	0	0	0	0	0	0	0	0	0	17	37
DYN1	PF3D7_1145400	PF3D7_1145400.1	protein_coding	0	47	9	134	58	0	3	9	0	0	0	0	0	0	0	0	0	47	73
DYN2	PF3D7_1037500	PF3D7_1037500.1	protein_coding	0	40	7	153	92	0	0	7	0	0	0	0	0	0	0	0	0	40	61
DegP	PF3D7_0807700	PF3D7_0807700.1	protein_coding	1	12	20	149	73	0	8	20	0	0	0	0	1	0	1	0	0	11	69
Der1-1	PF3D7_1452300	PF3D7_1452300.1	protein_coding	0	8	6	113	71	0	0	6	0	0	0	0	0	0	0	0	0	8	42
Der1-2	PF3D7_0314300	PF3D7_0314300.1	protein_coding	0	20	10	152	47	0	0	10	0	0	0	0	0	0	0	0	0	20	105
Der1-2	PF3D7_1032500	PF3D7_1032500.1	protein_coding	0	2	2	205	67	0	9	2	0	0	0	0	1	0	0	0	0	1	130
DnaJ	PF3D7_0409400	PF3D7_0409400.1	protein_coding	0	53	14	94	46	0	0	14	0	0	0	0	0	0	0	0	0	53	48
EBA140	PF3D7_1301600	PF3D7_1301600.1	protein_coding	0	1	23	75	28	0	2	23	0	0	0	0	0	0	0	0	0	1	45
EBA175	PF3D7_0731500	PF3D7_0731500.1	protein_coding	0	5	40	49	19	0	0	40	0	0	0	0	0	0	0	0	0	5	30
EBA181	PF3D7_0102500	PF3D7_0102500.1	protein_coding	0	5	36	110	53	0	0	36	0	0	0	0	0	0	0	0	0	5	57
EBP2	PF3D7_1028300	PF3D7_1028300.1	protein_coding	0	1	4	147	69	0	0	4	0	0	0	0	0	0	0	0	0	1	78
ECT	PF3D7_1347700	PF3D7_1347700.1	protein_coding	0	24	10	123	61	0	5	10	0	0	0	0	1	0	0	0	0	23	58
EF-1beta	PF3D7_0913200	PF3D7_0913200.1	protein_coding	0	33	11	104	46	0	0	11	0	0	0	0	0	0	0	0	0	33	58
EF-G	PF3D7_0602400	PF3D7_0602400.1	protein_coding	0	53	20	131	73	0	3	20	0	0	0	0	1	0	0	0	0	52	56
EF-G	PF3D7_1233000	PF3D7_1233000.1	protein_coding	0	42	11	92	41	0	0	11	0	0	0	0	0	0	0	0	0	42	51
